Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,TransactionID,Revenue,Discount,Cost,Profit,ReturnFlag,RefundAmount,Year,Month
489436,22109,FULL ENGLISH BREAKFAST PLATE,16,01-12-2009 9:06,3.39,13078,United Kingdom,489436_22109,54.24,6.138774976567964,43.392,4.709225023432035,,,2009,12
489436,22107,PIZZA PLATE IN BOX,4,01-12-2009 9:06,3.75,13078,United Kingdom,489436_22107,15,2.730869183950424,12,0.269130816,,,2009,12
489436,22194,BLACK DINER WALL CLOCK,2,01-12-2009 9:06,8.5,13078,United Kingdom,489436_22194,17,0.7345512181706215,13.600000000000001,2.665448781829377,,,2009,12
489436,35004B,SET OF 3 BLACK FLYING DUCKS,12,01-12-2009 9:06,4.65,13078,United Kingdom,489436_35004B,55.800000000000004,0.051792186357073125,44.64000000000001,11.108207813642924,,,2009,12
489436,82582,AREA PATROLLED METAL SIGN,12,01-12-2009 9:06,2.1,13078,United Kingdom,489436_82582,25.200000000000003,5.828414020541029,20.160000000000004,-0.788414021,,,2009,12
489436,21181,PLEASE ONE PERSON  METAL SIGN,12,01-12-2009 9:06,2.1,13078,United Kingdom,489436_21181,25.200000000000003,3.8541022920937458,20.160000000000004,1.1858977079062534,,,2009,12
489436,21756,BATH BUILDING BLOCK WORD,3,01-12-2009 9:06,5.95,13078,United Kingdom,489436_21756,17.85,5.078039388327231,14.280000000000001,-1.508039388,,,2009,12
489436,21333,CLASSIC WHITE FRAME,6,01-12-2009 9:06,2.95,13078,United Kingdom,489436_21333,17.700000000000003,2.4206872857819883,14.160000000000004,1.1193127142180108,,,2009,12
489436,84596F,SMALL MARSHMALLOWS PINK BOWL,8,01-12-2009 9:06,1.25,13078,United Kingdom,489436_84596F,10,2.2820732560174997,8,-0.282073256,,,2009,12
489436,84596L,BISCUITS SMALL BOWL LIGHT BLUE,8,01-12-2009 9:06,1.25,13078,United Kingdom,489436_84596L,10,2.716612825625977,8,-0.716612826,,,2009,12
489436,22111,SCOTTIE DOG HOT WATER BOTTLE,24,01-12-2009 9:06,4.25,13078,United Kingdom,489436_22111,102,1.292723941035052,81.60000000000001,19.10727605896494,,,2009,12
489437,22143,CHRISTMAS CRAFT HEART DECORATIONS,6,01-12-2009 9:08,2.1,15362,United Kingdom,489437_22143,12.600000000000001,1.5536580852003252,10.080000000000002,0.9663419147996744,,,2009,12
489437,22145,CHRISTMAS CRAFT HEART STOCKING ,6,01-12-2009 9:08,2.1,15362,United Kingdom,489437_22145,12.600000000000001,2.9866140571734885,10.080000000000002,-0.466614057,,,2009,12
489437,22130,PARTY CONE CHRISTMAS DECORATION ,12,01-12-2009 9:08,0.85,15362,United Kingdom,489437_22130,10.2,1.792683391785952,8.16,0.24731660821404722,,,2009,12
489437,21364,PEACE SMALL WOOD LETTERS,2,01-12-2009 9:08,6.75,15362,United Kingdom,489437_21364,13.5,0.5057741993870237,10.8,2.1942258006129753,,,2009,12
489437,21360,JOY LARGE WOOD LETTERS,1,01-12-2009 9:08,9.95,15362,United Kingdom,489437_21360,9.95,0.9243111867005332,7.96,1.0656888132994662,,,2009,12
489437,21351,CINAMMON & ORANGE WREATH,2,01-12-2009 9:08,6.75,15362,United Kingdom,489437_21351,13.5,0.36297572915627907,10.8,2.3370242708437203,,,2009,12
489437,21352,EUCALYPTUS & PINECONE  WREATH,2,01-12-2009 9:08,6.75,15362,United Kingdom,489437_21352,13.5,3.9896666219955796,10.8,-1.289666622,,,2009,12
489437,35400,WOODEN BOX ADVENT CALENDAR ,2,01-12-2009 9:08,8.95,15362,United Kingdom,489437_35400,17.9,4.930355814107799,14.32,-1.350355814,,,2009,12
489437,20695,FLORAL BLUE MONSTER,3,01-12-2009 9:08,4.25,15362,United Kingdom,489437_20695,12.75,1.679077156115591,10.200000000000001,0.8709228438844079,,,2009,12
489437,37370,RETRO COFFEE MUGS ASSORTED,12,01-12-2009 9:08,1.25,15362,United Kingdom,489437_37370,15,2.6945475025716394,12,0.30545249742836056,,,2009,12
489437,10002,INFLATABLE POLITICAL GLOBE ,12,01-12-2009 9:08,0.85,15362,United Kingdom,489437_10002,10.2,2.503929765795421,8.16,-0.463929766,,,2009,12
489437,84507B,STRIPES DESIGN MONKEY DOLL,6,01-12-2009 9:08,2.55,15362,United Kingdom,489437_84507B,15.299999999999999,2.793649055355067,12.24,0.2663509446449317,,,2009,12
489437,20703,BLUE PADDED SOFT MOBILE,3,01-12-2009 9:08,4.25,15362,United Kingdom,489437_20703,12.75,2.030583672353973,10.200000000000001,0.519416328,,,2009,12
489437,21987,PACK OF 6 SKULL PAPER CUPS,12,01-12-2009 9:08,0.65,15362,United Kingdom,489437_21987,7.800000000000001,0.5039594322535732,6.240000000000001,1.0560405677464264,,,2009,12
489437,21989,PACK OF 20 SKULL PAPER NAPKINS,12,01-12-2009 9:08,0.85,15362,United Kingdom,489437_21989,10.2,1.851184690268654,8.16,0.1888153097313452,,,2009,12
489437,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,01-12-2009 9:08,0.85,15362,United Kingdom,489437_84970S,10.2,1.9838009166857535,8.16,0.056199083,,,2009,12
489437,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,01-12-2009 9:08,1.25,15362,United Kingdom,489437_20971,15,2.342543049023994,12,0.6574569509760062,,,2009,12
489437,22271,FELTCRAFT DOLL ROSIE,6,01-12-2009 9:08,2.95,15362,United Kingdom,489437_22271,17.700000000000003,1.8391397226298787,14.160000000000004,1.7008602773701205,,,2009,12
489437,22272,FELTCRAFT DOLL MARIA,6,01-12-2009 9:08,2.95,15362,United Kingdom,489437_22272,17.700000000000003,4.575058707931731,14.160000000000004,-1.035058708,,,2009,12
489437,22274,FELTCRAFT DOLL EMILY,6,01-12-2009 9:08,2.95,15362,United Kingdom,489437_22274,17.700000000000003,4.9112310497767195,14.160000000000004,-1.37123105,,,2009,12
489437,21912,VINTAGE SNAKES & LADDERS,4,01-12-2009 9:08,3.75,15362,United Kingdom,489437_21912,15,3.4015632433011813,12,-0.401563243,,,2009,12
489437,22111,SCOTTIE DOG HOT WATER BOTTLE,3,01-12-2009 9:08,4.95,15362,United Kingdom,489437_22111,14.850000000000001,0.6389709741951547,11.880000000000003,2.331029025804844,,,2009,12
489437,22112,CHOCOLATE HOT WATER BOTTLE,3,01-12-2009 9:08,4.95,15362,United Kingdom,489437_22112,14.850000000000001,2.6133509178399636,11.880000000000003,0.3566490821600352,,,2009,12
489438,21329,DINOSAURS  WRITING SET ,28,01-12-2009 9:24,0.98,18102,United Kingdom,489438_21329,27.439999999999998,3.508044878,21.951999999999998,1.9799551217094296,,,2009,12
489438,21252,SET OF MEADOW  FLOWER STICKERS,30,01-12-2009 9:24,1.69,18102,United Kingdom,489438_21252,50.699999999999996,4.185755419398819,40.56,5.954244580601174,,,2009,12
489438,21100,CHARLIE AND LOLA CHARLOTTE BAG,30,01-12-2009 9:24,1.15,18102,United Kingdom,489438_21100,34.5,3.0255375186805846,27.6,3.874462481319414,,,2009,12
489438,21033,JUMBO BAG CHARLIE AND LOLA TOYS,30,01-12-2009 9:24,2,18102,United Kingdom,489438_21033,60,1.5416867991554106,48,10.45831320084459,,,2009,12
489438,20711,JUMBO BAG TOYS ,60,01-12-2009 9:24,1.3,18102,United Kingdom,489438_20711,78,8.581355884793593,62.400000000000006,7.018644115206401,,,2009,12
489438,21410,COUNTRY COTTAGE  DOORSTOP GREEN,32,01-12-2009 9:24,2.5,18102,United Kingdom,489438_21410,80,6.573910549831297,64,9.426089450168703,,,2009,12
489438,21411,GINGHAM HEART  DOORSTOP RED,32,01-12-2009 9:24,2.5,18102,United Kingdom,489438_21411,80,5.304294740387991,64,10.695705259612009,,,2009,12
489438,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,56,01-12-2009 9:24,3,18102,United Kingdom,489438_84031A,168,23.546987976815053,134.4,10.053012023184941,,,2009,12
489438,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,56,01-12-2009 9:24,3,18102,United Kingdom,489438_84031B,168,7.277501987,134.4,26.322498013083923,,,2009,12
489438,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,60,01-12-2009 9:24,1.9,18102,United Kingdom,489438_84032A,114,20.28377213,91.2,2.5162278717609965,,,2009,12
489438,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,56,01-12-2009 9:24,1.9,18102,United Kingdom,489438_84032B,106.39999999999999,21.427558796916447,85.12,-0.147558797,,,2009,12
489438,84519A,TOMATO CHARLIE+LOLA COASTER SET,56,01-12-2009 9:24,2.15,18102,United Kingdom,489438_84519A,120.39999999999999,36.08499004496804,96.32,-12.00499004,,,2009,12
489438,84519B,CARROT CHARLIE+LOLA COASTER SET,60,01-12-2009 9:24,2.4,18102,United Kingdom,489438_84519B,144,20.83923367058956,115.2,7.960766329410436,,,2009,12
489438,85132A,CHARLIE + LOLA BISCUITS TINS,60,01-12-2009 9:24,6.38,18102,United Kingdom,489438_85132A,382.8,114.13791113384588,306.24,-37.57791113,,,2009,12
489438,85132C,CHARLIE AND LOLA FIGURES TINS,60,01-12-2009 9:24,6.4,18102,United Kingdom,489438_85132C,384,20.03166416667368,307.20000000000005,56.768335833326276,,,2009,12
489438,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,60,01-12-2009 9:24,2.4,18102,United Kingdom,489438_85183A,144,12.679713862817682,115.2,16.120286137182315,,,2009,12
489438,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,60,01-12-2009 9:24,2.4,18102,United Kingdom,489438_85183B,144,36.11334507108588,115.2,-7.313345071,,,2009,12
489439,22065,CHRISTMAS PUDDING TRINKET POT ,12,01-12-2009 9:28,1.45,12682,France,489439_22065,17.4,4.391939810131391,13.92,-0.91193981,,,2009,12
489439,22138,BAKING SET 9 PIECE RETROSPOT ,9,01-12-2009 9:28,4.95,12682,France,489439_22138,44.550000000000004,3.1090309604455966,35.64000000000001,5.80096904,,,2009,12
489439,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,9,01-12-2009 9:28,4.95,12682,France,489439_22139,44.550000000000004,7.752443058953638,35.64000000000001,1.1575569410463586,,,2009,12
489439,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,12,01-12-2009 9:28,2.55,12682,France,489439_22352,30.599999999999998,2.622587930426294,24.48,3.4974120695737034,,,2009,12
489439,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,3,01-12-2009 9:28,5.95,12682,France,489439_85014A,17.85,1.896362591,14.280000000000001,1.6736374089221102,,,2009,12
489439,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,3,01-12-2009 9:28,5.95,12682,France,489439_85014B,17.85,4.029561352145643,14.280000000000001,-0.459561352,,,2009,12
489439,16161P,WRAP ENGLISH ROSE ,25,01-12-2009 9:28,0.42,12682,France,489439_16161P,10.5,2.276460592635959,8.4,-0.176460593,,,2009,12
489439,16169N,WRAP BLUE RUSSIAN FOLKART,25,01-12-2009 9:28,0.42,12682,France,489439_16169N,10.5,0.9510981514726337,8.4,1.148901848527366,,,2009,12
489439,21491,SET OF THREE VINTAGE GIFT WRAPS,6,01-12-2009 9:28,1.95,12682,France,489439_21491,11.7,1.5649261780477859,9.36,0.775073822,,,2009,12
489439,22333,RETRO SPORT PARTY BAG + STICKER SET,8,01-12-2009 9:28,1.65,12682,France,489439_22333,13.2,0.9145786372654695,10.56,1.7254213627345294,,,2009,12
489439,85216,ASSORTED CAKES FRIDGE MAGNETS,12,01-12-2009 9:28,0.65,12682,France,489439_85216,7.800000000000001,1.5115904576528967,6.240000000000001,0.048409542,,,2009,12
489439,21493, VINTAGE DESIGN GIFT TAGS,12,01-12-2009 9:28,0.85,12682,France,489439_21493,10.2,2.711982864918606,8.16,-0.671982865,,,2009,12
489439,22130,PARTY CONE CHRISTMAS DECORATION ,24,01-12-2009 9:28,0.85,12682,France,489439_22130,20.4,5.181599724923562,16.32,-1.101599725,,,2009,12
489439,22064,PINK DOUGHNUT TRINKET POT ,12,01-12-2009 9:28,1.65,12682,France,489439_22064,19.799999999999997,2.1739478163042287,15.839999999999998,1.7860521836957703,,,2009,12
489439,21731,RED TOADSTOOL LED NIGHT LIGHT,24,01-12-2009 9:28,1.65,12682,France,489439_21731,39.599999999999994,8.126510019883417,31.679999999999996,-0.20651002,,,2009,12
489439,85232B,SET/3 RUSSIAN DOLL STACKING TINS,6,01-12-2009 9:28,4.95,12682,France,489439_85232B,29.700000000000003,0.43066958635173763,23.760000000000005,5.509330414,,,2009,12
489439,84691,PACK 20 DOLLY PEGS,12,01-12-2009 9:28,0.85,12682,France,489439_84691,10.2,1.449832302101342,8.16,0.5901676978986572,,,2009,12
489439,20749,ASSORTED COLOUR MINI CASES,2,01-12-2009 9:28,7.95,12682,France,489439_20749,15.9,2.6219512729106653,12.72,0.5580487270893344,,,2009,12
489439,POST,POSTAGE,3,01-12-2009 9:28,18,12682,France,489439_POST,54,10.482156612153968,43.2,0.31784338784602895,,,2009,12
489440,22350,CAT BOWL ,8,01-12-2009 9:43,2.55,18087,United Kingdom,489440_22350,20.4,3.2291694002898015,16.32,0.8508305997101968,,,2009,12
489440,22349,"DOG BOWL , CHASING BALL DESIGN",8,01-12-2009 9:43,3.75,18087,United Kingdom,489440_22349,30,1.3478813243206225,24,4.652118675679377,,,2009,12
489441,22321,BIRD DECORATION RED SPOT,12,01-12-2009 9:44,0.72,18087,United Kingdom,489441_22321,8.64,1.9471114046353666,6.912000000000001,-0.219111405,,,2009,12
489441,22138,BAKING SET 9 PIECE RETROSPOT ,6,01-12-2009 9:44,4.25,18087,United Kingdom,489441_22138,25.5,4.675206457275945,20.400000000000002,0.42479354272405256,,,2009,12
489441,84029E,RED WOOLLY HOTTIE WHITE HEART.,36,01-12-2009 9:44,2.95,18087,United Kingdom,489441_84029E,106.2,30.872778537178807,84.96000000000001,-9.632778537,,,2009,12
489441,22111,SCOTTIE DOG HOT WATER BOTTLE,48,01-12-2009 9:44,4.25,18087,United Kingdom,489441_22111,204,27.34040941820893,163.20000000000002,13.459590581791051,,,2009,12
489442,21955,UNION JACK GUNS & ROSES  DOORMAT,2,01-12-2009 9:46,6.75,13635,United Kingdom,489442_21955,13.5,3.7113927651884864,10.8,-1.011392765,,,2009,12
489442,22111,SCOTTIE DOG HOT WATER BOTTLE,3,01-12-2009 9:46,4.95,13635,United Kingdom,489442_22111,14.850000000000001,1.8683509006084302,11.880000000000003,1.1016490993915686,,,2009,12
489442,22296,HEART IVORY TRELLIS LARGE,12,01-12-2009 9:46,1.65,13635,United Kingdom,489442_22296,19.799999999999997,3.700925007170009,15.839999999999998,0.25907499282999025,,,2009,12
489442,84899E,YELLOW + BROWN BEAR FELT PURSE KIT,12,01-12-2009 9:46,1.25,13635,United Kingdom,489442_84899E,15,1.4509923342362325,12,1.5490076657637675,,,2009,12
489442,22271,FELTCRAFT DOLL ROSIE,6,01-12-2009 9:46,2.95,13635,United Kingdom,489442_22271,17.700000000000003,4.295585991549106,14.160000000000004,-0.755585992,,,2009,12
489442,22272,FELTCRAFT DOLL MARIA,6,01-12-2009 9:46,2.95,13635,United Kingdom,489442_22272,17.700000000000003,0.30915712005095847,14.160000000000004,3.2308428799490407,,,2009,12
489442,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,01-12-2009 9:46,2.95,13635,United Kingdom,489442_85123A,17.700000000000003,1.7255352282816008,14.160000000000004,1.8144647717183984,,,2009,12
489442,21582,KINGS CHOICE SMALL TUBE MATCHES,20,01-12-2009 9:46,1.65,13635,United Kingdom,489442_21582,33,2.2895310809110687,26.400000000000002,4.310468919,,,2009,12
489442,21586,KINGS CHOICE GIANT TUBE MATCHES,12,01-12-2009 9:46,2.55,13635,United Kingdom,489442_21586,30.599999999999998,4.859486492238535,24.48,1.2605135077614626,,,2009,12
489442,21590,KINGS CHOICE CIGAR BOX MATCHES ,48,01-12-2009 9:46,1.25,13635,United Kingdom,489442_21590,60,7.826987986275612,48,4.173012013724388,,,2009,12
489442,22091,EMPIRE TISSUE BOX,12,01-12-2009 9:46,1.25,13635,United Kingdom,489442_22091,15,2.737803852327665,12,0.2621961476723351,,,2009,12
489442,84251J,"GREETING CARD, THE BLACK CAT",12,01-12-2009 9:46,0.42,13635,United Kingdom,489442_84251J,5.04,0.8679864391028106,4.032,0.14001356089718942,,,2009,12
489442,22024,RAINY LADIES BIRTHDAY CARD,12,01-12-2009 9:46,0.42,13635,United Kingdom,489442_22024,5.04,1.2688113973194035,4.032,-0.260811397,,,2009,12
489442,22026,BANQUET BIRTHDAY  CARD  ,12,01-12-2009 9:46,0.42,13635,United Kingdom,489442_22026,5.04,0.2617610197584665,4.032,0.7462389802415335,,,2009,12
489442,22029,SPACE BOY BIRTHDAY CARD,12,01-12-2009 9:46,0.42,13635,United Kingdom,489442_22029,5.04,1.1977753919391567,4.032,-0.189775392,,,2009,12
489442,22025,RING OF ROSES BIRTHDAY CARD,12,01-12-2009 9:46,0.42,13635,United Kingdom,489442_22025,5.04,1.0874252921502912,4.032,-0.079425292,,,2009,12
489442,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,01-12-2009 9:46,0.42,13635,United Kingdom,489442_22031,5.04,1.3744390163700668,4.032,-0.366439016,,,2009,12
489442,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4,01-12-2009 9:46,4.25,13635,United Kingdom,489442_21428,17,2.6838862181561502,13.600000000000001,0.7161137818438483,,,2009,12
489442,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,01-12-2009 9:46,3.75,13635,United Kingdom,489442_21430,15,1.111301056,12,1.888698944,,,2009,12
489442,21916,SET 12 RETRO WHITE CHALK STICKS,24,01-12-2009 9:46,0.42,13635,United Kingdom,489442_21916,10.08,0.6457321906082766,8.064,1.3702678093917235,,,2009,12
489442,21790,VINTAGE SNAP CARDS,12,01-12-2009 9:46,0.85,13635,United Kingdom,489442_21790,10.2,0.8223531205874509,8.16,1.2176468794125483,,,2009,12
489442,21888,BINGO SET,8,01-12-2009 9:46,3.75,13635,United Kingdom,489442_21888,30,5.056707263539556,24,0.9432927364604442,,,2009,12
489442,85178,VICTORIAN SEWING KIT,12,01-12-2009 9:46,1.25,13635,United Kingdom,489442_85178,15,4.028861342959714,12,-1.028861343,,,2009,12
489443,20754,RETRO RED SPOTTY WASHING UP GLOVES,6,01-12-2009 9:50,2.1,14110,United Kingdom,489443_20754,12.600000000000001,1.0507085796715092,10.080000000000002,1.4692914203284904,,,2009,12
489443,21035,SET/2 RED SPOTTY TEA TOWELS ,12,01-12-2009 9:50,2.95,14110,United Kingdom,489443_21035,35.400000000000006,6.332324664808975,28.320000000000007,0.7476753351910235,,,2009,12
489443,22041,"RECORD FRAME 7"" SINGLE SIZE ",48,01-12-2009 9:50,2.1,14110,United Kingdom,489443_22041,100.80000000000001,10.907338078930955,80.64000000000001,9.252661921069041,,,2009,12
489443,82001S,VINYL RECORD FRAME SILVER,24,01-12-2009 9:50,3.39,14110,United Kingdom,489443_82001S,81.36,14.355600012179996,65.08800000000001,1.9163999878199949,,,2009,12
489443,82580,BATHROOM METAL SIGN,12,01-12-2009 9:50,0.55,14110,United Kingdom,489443_82580,6.6000000000000005,0.1872658127412439,5.280000000000001,1.1327341872587555,,,2009,12
489443,85150,LADIES & GENTLEMEN METAL SIGN,12,01-12-2009 9:50,2.55,14110,United Kingdom,489443_85150,30.599999999999998,2.6267778582137815,24.48,3.493222141786216,,,2009,12
489443,21041,RED SPOTTY OVEN GLOVE DOUBLE,6,01-12-2009 9:50,2.95,14110,United Kingdom,489443_21041,17.700000000000003,5.199923675876399,14.160000000000004,-1.659923676,,,2009,12
489444,POST,POSTAGE,1,01-12-2009 9:55,141,12636,USA,489444_POST,141,39.89588035,112.80000000000001,-11.69588035,,,2009,12
489445,35916C,PINK FELT HANGING HEART W FLOWER,12,01-12-2009 9:57,0.85,17519,United Kingdom,489445_35916C,10.2,0.6510311879988998,8.16,1.3889688120010995,,,2009,12
489445,35916B,BLUE FELT HANGING HEART W FLOWER,12,01-12-2009 9:57,0.85,17519,United Kingdom,489445_35916B,10.2,2.450149683996554,8.16,-0.410149684,,,2009,12
489445,22321,BIRD DECORATION RED SPOT,24,01-12-2009 9:57,0.85,17519,United Kingdom,489445_22321,20.4,5.709775536539923,16.32,-1.629775537,,,2009,12
489445,22130,PARTY CONE CHRISTMAS DECORATION ,12,01-12-2009 9:57,0.85,17519,United Kingdom,489445_22130,10.2,2.6437408066818575,8.16,-0.603740807,,,2009,12
489445,22180,RETRO SPOT LAMP,2,01-12-2009 9:57,9.95,17519,United Kingdom,489445_22180,19.9,3.2838734572260586,15.92,0.696126543,,,2009,12
489445,22128,PARTY CONES CANDY ASSORTED,12,01-12-2009 9:57,1.25,17519,United Kingdom,489445_22128,15,0.8351730661547253,12,2.1648269338452746,,,2009,12
489445,22163,HEART STRING MEMO HOLDER HANGING,6,01-12-2009 9:57,2.95,17519,United Kingdom,489445_22163,17.700000000000003,3.837107080158776,14.160000000000004,-0.29710708,,,2009,12
489445,35951,FOLKART BAUBLE CHRISTMAS DECORATION,48,01-12-2009 9:57,0.38,17519,United Kingdom,489445_35951,18.240000000000002,4.4233679938478625,14.592000000000002,-0.775367994,,,2009,12
489445,22253,6 CROCHET STRAWBERRIES,12,01-12-2009 9:57,1.25,17519,United Kingdom,489445_22253,15,2.923726379,12,0.076273621,,,2009,12
489445,84988,SET OF 72 PINK HEART PAPER DOILIES,12,01-12-2009 9:57,1.45,17519,United Kingdom,489445_84988,17.4,2.5938111997072513,13.92,0.8861888002927474,,,2009,12
489445,22219,LOVEBIRD HANGING DECORATION WHITE ,24,01-12-2009 9:57,0.85,17519,United Kingdom,489445_22219,20.4,0.8519428087753078,16.32,3.2280571912246905,,,2009,12
489445,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,6,01-12-2009 9:57,2.55,17519,United Kingdom,489445_18097C,15.299999999999999,3.3744322842825505,12.24,-0.314432284,,,2009,12
489445,22138,BAKING SET 9 PIECE RETROSPOT ,3,01-12-2009 9:57,4.95,17519,United Kingdom,489445_22138,14.850000000000001,2.3997564881941496,11.880000000000003,0.5702435118058493,,,2009,12
489445,21299,EDWARDIAN TOILET ROLL UNIT ,1,01-12-2009 9:57,12.75,17519,United Kingdom,489445_21299,12.75,0.9654234450777721,10.200000000000001,1.5845765549222268,,,2009,12
489445,21099,SET/6 STRAWBERRY PAPER CUPS,24,01-12-2009 9:57,0.65,17519,United Kingdom,489445_21099,15.600000000000001,4.51590818,12.480000000000002,-1.39590818,,,2009,12
489445,21085,SET/6 WOODLAND PAPER CUPS,24,01-12-2009 9:57,0.65,17519,United Kingdom,489445_21085,15.600000000000001,2.1790633713953125,12.480000000000002,0.9409366286046867,,,2009,12
489445,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,01-12-2009 9:57,1.95,17519,United Kingdom,489445_21929,19.5,3.2791597846725304,15.600000000000001,0.6208402153274681,,,2009,12
489445,22241,"GARLAND , WOODEN  "" HAPPY EASTER""",24,01-12-2009 9:57,1.25,17519,United Kingdom,489445_22241,30,1.8757817409211077,24,4.1242182590788925,,,2009,12
489445,21091,SET/6 WOODLAND PAPER PLATES,12,01-12-2009 9:57,0.85,17519,United Kingdom,489445_21091,10.2,0.7900030190790737,8.16,1.2499969809209255,,,2009,12
489446,21733,RED HANGING HEART T-LIGHT HOLDER,32,01-12-2009 10:06,2.55,13758,United Kingdom,489446_21733,81.6,8.155743066,65.28,8.164256934128284,,,2009,12
489446,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,01-12-2009 10:06,2.55,13758,United Kingdom,489446_85123A,81.6,11.17063832451991,65.28,5.149361675480083,,,2009,12
489446,22178,VICTORIAN GLASS HANGING T-LIGHT,12,01-12-2009 10:06,1.25,13758,United Kingdom,489446_22178,15,0.18808335987264574,12,2.8119166401273543,,,2009,12
